country,platform,month_latest,month_prev,seller_used_id,seller_name,final_revenue,final_revenue_prev,delta_final_revenue,growth_rate_revenue,final_quantity,final_quantity_prev,delta_final_quantity,growth_rate_quantity,abnormal_type,risk_level,computation_label_prev,computation_label_latest
PH,SHP,2025-11,2025-10,PH.SHP.1538028753,,8930.0,1000.0,7930.0,793.0%,101.0,8.0,93.0,1162.5%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.1545423316,,689.0,53.0,636.0,1200.0%,13.0,1.0,12.0,1200.0%,base-effect,low,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.154901003,,328.0,88.0,240.0,272.73%,4.0,4.0,0.0,0.0%,base-effect,low,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.1550402929,,9573.0,2299.0,7274.0,316.4%,121.0,30.0,91.0,303.33%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.155242398,,114156.0,2030.0,112126.0,5523.45%,1057.0,7.0,1050.0,15000.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.1603118205,,1113.0,258.0,855.0,331.4%,7.0,2.0,5.0,250.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.1619980625,,5511.0,725.0,4786.0,660.14%,11.0,1.0,10.0,1000.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.1634825070,,295651.0,38794.0,256857.0,662.1%,108.0,39.0,69.0,176.92%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.1636611096,,264.0,81.0,183.0,225.93%,6.0,1.0,5.0,500.0%,base-effect,low,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.1648460240,,207474.0,13791.0,193683.0,1404.42%,80.0,12.0,68.0,566.67%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.16511247,,147030.0,3600.0,143430.0,3984.17%,754.0,45.0,709.0,1575.56%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.16621971,,38293.0,1347.0,36946.0,2742.84%,257.0,3.0,254.0,8466.67%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.1664275568,,7854.0,2520.0,5334.0,211.67%,42.0,15.0,27.0,180.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.170085610,,198832.0,48109.0,150723.0,313.29%,1841.0,670.0,1171.0,174.78%,source-switch,medium,S4,S5
PH,SHP,2025-11,2025-10,PH.SHP.17017304,,28906.0,1604.0,27302.0,1702.12%,209.0,6.0,203.0,3383.33%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.173969742,,11280.0,1107.0,10173.0,918.97%,44.0,9.0,35.0,388.89%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.181308880,,13235.0,1995.0,11240.0,563.41%,8.0,5.0,3.0,60.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.191063030,,4158.0,174.0,3984.0,2289.66%,42.0,6.0,36.0,600.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.196214868,,475242.0,21021.0,454221.0,2160.8%,3603.0,231.0,3372.0,1459.74%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.201777295,,33380.0,7980.0,25400.0,318.3%,20.0,28.0,-8.0,-28.57%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.220527916,,534090.0,8674.0,525416.0,6057.37%,1516.0,52.0,1464.0,2815.38%,source-switch,medium,S3,S5
PH,SHP,2025-11,2025-10,PH.SHP.231006019,,6248.0,352.0,5896.0,1675.0%,44.0,4.0,40.0,1000.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.23790201,,142690.0,8756.0,133934.0,1529.63%,330.0,3.0,327.0,10900.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.240739113,,37205527.0,1828073.0,35377454.0,1935.23%,161335.0,8838.0,152497.0,1725.47%,source-switch,medium,S3,S5
PH,SHP,2025-11,2025-10,PH.SHP.26346925,,1836127.0,155715.0,1680412.0,1079.16%,17015.0,31143.0,-14128.0,-45.36%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.270751078,,2759162.0,185472.0,2573690.0,1387.64%,2850.0,84.0,2766.0,3292.86%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.27171948,,95835.0,2651.0,93184.0,3515.05%,1071.0,41.0,1030.0,2512.2%,source-switch,medium,S4,S5
PH,SHP,2025-11,2025-10,PH.SHP.281258347,,8150.0,1351.0,6799.0,503.26%,30.0,5.0,25.0,500.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.290729505,,1536013.0,8778.0,1527235.0,17398.44%,12799.0,42.0,12757.0,30373.81%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.29151333,,7678.0,745.0,6933.0,930.6%,22.0,5.0,17.0,340.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.291701020,,1112.0,17.0,1095.0,6441.18%,8.0,1.0,7.0,700.0%,base-effect,low,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.294095309,,21410.0,6270.0,15140.0,241.47%,260.0,66.0,194.0,293.94%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.298202541,,2250.0,450.0,1800.0,400.0%,9.0,1.0,8.0,800.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.307943646,,385580.0,53595.0,331985.0,619.43%,701.0,117.0,584.0,499.15%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.31233419,,71820.0,7104.0,64716.0,910.98%,7182.0,592.0,6590.0,1113.18%,source-switch,medium,S3,S5
PH,SHP,2025-11,2025-10,PH.SHP.31237029,,39746.0,5120.0,34626.0,676.29%,334.0,59.0,275.0,466.1%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.313406373,,1032689.0,41244.0,991445.0,2403.85%,1671.0,131.0,1540.0,1175.57%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.323461142,,5520.0,560.0,4960.0,885.71%,25.0,4.0,21.0,525.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.326667940,,51733.0,10890.0,40843.0,375.05%,173.0,35.0,138.0,394.29%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.327924741,,5500.0,1250.0,4250.0,340.0%,82.0,25.0,57.0,228.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.34243482,,49518.0,8900.0,40618.0,456.38%,285.0,21.0,264.0,1257.14%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.344754647,,28354.0,4441.0,23913.0,538.46%,274.0,81.0,193.0,238.27%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.34584777,,1365.0,120.0,1245.0,1037.5%,61.0,1.0,60.0,6000.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.348868810,,6370.0,751.0,5619.0,748.2%,14.0,1.0,13.0,1300.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.350680565,,59584.0,4180.0,55404.0,1325.45%,98.0,10.0,88.0,880.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.35586009,,8577.0,246.0,8331.0,3386.59%,21.0,6.0,15.0,250.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.357693850,,2844594.0,87416.0,2757178.0,3154.09%,5134.0,196.0,4938.0,2519.39%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.357752896,,26669.0,71.0,26598.0,37461.97%,267.0,1.0,266.0,26600.0%,base-effect,low,S2,S5
PH,SHP,2025-11,2025-10,PH.SHP.366691,,3430.0,256.0,3174.0,1239.84%,35.0,2.0,33.0,1650.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.372091105,,124880.0,11910.0,112970.0,948.53%,40.0,2.0,38.0,1900.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.373341038,,20634.0,2813.0,17821.0,633.52%,634.0,97.0,537.0,553.61%,source-switch,medium,S3,S5
PH,SHP,2025-11,2025-10,PH.SHP.376882670,,1620.0,72.0,1548.0,2150.0%,6.0,6.0,0.0,0.0%,base-effect,low,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.378727253,,160241.0,284.0,159957.0,56322.89%,1443.0,1.0,1442.0,144200.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.386000571,,165712.0,52500.0,113212.0,215.64%,233.0,42.0,191.0,454.76%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.4032248,,3618.0,98.0,3520.0,3591.84%,27.0,2.0,25.0,1250.0%,base-effect,low,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.405958286,,432278.0,13496.0,418782.0,3103.01%,1245.0,49.0,1196.0,2440.82%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.41463246,,89286.0,3657.0,85629.0,2341.51%,618.0,23.0,595.0,2586.96%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.426087132,,236300.0,8640.0,227660.0,2634.95%,531.0,12.0,519.0,4325.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.430466944,,176356.0,2995.0,173361.0,5788.35%,206.0,5.0,201.0,4020.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.43396064,,116953.0,17864.0,99089.0,554.69%,799.0,158.0,641.0,405.7%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.446720105,,24163.0,5388.0,18775.0,348.46%,47.0,12.0,35.0,291.67%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.455263904,,1289631.0,46748.0,1242883.0,2658.69%,13135.0,758.0,12377.0,1632.85%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.465030182,,2953.0,702.0,2251.0,320.66%,24.0,5.0,19.0,380.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.472482774,,11908.0,3566.0,8342.0,233.93%,13.0,2.0,11.0,550.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.473202897,,22373.0,2342.0,20031.0,855.29%,11.0,1.0,10.0,1000.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.478357383,,57724.0,13352.0,44372.0,332.32%,1605.0,458.0,1147.0,250.44%,source-switch,medium,S3,S5
PH,SHP,2025-11,2025-10,PH.SHP.479792156,,19656.0,560.0,19096.0,3410.0%,72.0,2.0,70.0,3500.0%,source-switch,medium,S2,S5
PH,SHP,2025-11,2025-10,PH.SHP.481889667,,68542.0,13965.0,54577.0,390.81%,796.0,285.0,511.0,179.3%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.489135017,,1663.0,491.0,1172.0,238.7%,4.0,1.0,3.0,300.0%,spike-out-trend,high,S4,S4
PH,SHP,2025-11,2025-10,PH.SHP.492321987,,245.0,45.0,200.0,444.44%,7.0,1.0,6.0,600.0%,base-effect,low,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.50341569,,522156.0,16526.0,505630.0,3059.6%,5320.0,176.0,5144.0,2922.73%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.503782175,,42951.0,417.0,42534.0,10200.0%,309.0,3.0,306.0,10200.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.51144568,,147415.0,39360.0,108055.0,274.53%,239.0,48.0,191.0,397.92%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.51909388,,90770.0,1925.0,88845.0,4615.32%,626.0,55.0,571.0,1038.18%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.52178014,,5021379.0,471884.0,4549495.0,964.11%,39117.0,6087.0,33030.0,542.63%,source-switch,medium,S3,S5
PH,SHP,2025-11,2025-10,PH.SHP.526017288,,262220.0,16643.0,245577.0,1475.56%,2105.0,123.0,1982.0,1611.38%,source-switch,medium,S3,S5
PH,SHP,2025-11,2025-10,PH.SHP.530070231,,4712.0,608.0,4104.0,675.0%,31.0,4.0,27.0,675.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.536280708,,11385.0,952.0,10433.0,1095.9%,33.0,4.0,29.0,725.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.54289988,,480086.0,17153.0,462933.0,2698.85%,14619.0,63.0,14556.0,23104.76%,source-switch,medium,S3,S5
PH,SHP,2025-11,2025-10,PH.SHP.567691525,,389795.0,112608.0,277187.0,246.15%,1603.0,575.0,1028.0,178.78%,source-switch,medium,S5,S4
PH,SHP,2025-11,2025-10,PH.SHP.595750967,,395281.0,31929.0,363352.0,1138.0%,2815.0,367.0,2448.0,667.03%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.599180191,,38984.0,558.0,38426.0,6886.38%,357.0,2.0,355.0,17750.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.601817650,,853675.0,117034.0,736641.0,629.42%,2290.0,76.0,2214.0,2913.16%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.609142923,,364133.0,6360.0,357773.0,5625.36%,235.0,5.0,230.0,4600.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.636906976,,2067.0,350.0,1717.0,490.57%,61.0,10.0,51.0,510.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.636957689,,540.0,64.0,476.0,743.75%,54.0,8.0,46.0,575.0%,base-effect,low,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.638600715,,247988.0,5764.0,242224.0,4202.36%,2667.0,59.0,2608.0,4420.34%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.64814729,,47171.0,1077.0,46094.0,4279.85%,305.0,22.0,283.0,1286.36%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.659379870,,60526.0,2107.0,58419.0,2772.62%,1574.0,49.0,1525.0,3112.24%,source-switch,medium,S3,S5
PH,SHP,2025-11,2025-10,PH.SHP.670298881,,363339.0,4750.0,358589.0,7549.24%,2262.0,19.0,2243.0,11805.26%,source-switch,medium,S3,S5
PH,SHP,2025-11,2025-10,PH.SHP.67982090,,148590.0,520.0,148070.0,28475.0%,475.0,1.0,474.0,47400.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.695507725,,38116.0,823.0,37293.0,4531.35%,349.0,17.0,332.0,1952.94%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.696865898,,19294.0,370.0,18924.0,5114.59%,295.0,5.0,290.0,5800.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.69914365,,13430.0,316.0,13114.0,4150.0%,170.0,4.0,166.0,4150.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.711617942,,358002.0,23097.0,334905.0,1449.99%,3146.0,155.0,2991.0,1929.68%,source-switch,medium,S3,S5
PH,SHP,2025-11,2025-10,PH.SHP.712285259,,125205.0,7446.0,117759.0,1581.51%,288.0,51.0,237.0,464.71%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.737526405,,17420.0,86.0,17334.0,20155.81%,268.0,1.0,267.0,26700.0%,base-effect,low,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.74598016,,488329.0,18697.0,469632.0,2511.8%,3264.0,1008.0,2256.0,223.81%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.74645600,,7959.0,2292.0,5667.0,247.25%,21.0,6.0,15.0,250.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.752752609,,1248.0,295.0,953.0,323.05%,13.0,5.0,8.0,160.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.763467416,,4665370.0,952649.0,3712721.0,389.73%,3208.0,522.0,2686.0,514.56%,source-switch,medium,S3,S5
PH,SHP,2025-11,2025-10,PH.SHP.768828559,,3915.0,330.0,3585.0,1086.36%,30.0,3.0,27.0,900.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.77472471,,478202.0,13857.0,464345.0,3350.98%,1862.0,93.0,1769.0,1902.15%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.796136847,,19404.0,5880.0,13524.0,230.0%,98.0,20.0,78.0,390.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.802243565,,274217.0,1392.0,272825.0,19599.5%,3647.0,58.0,3589.0,6187.93%,source-switch,medium,S3,S5
PH,SHP,2025-11,2025-10,PH.SHP.80439668,,36852.0,172.0,36680.0,21325.58%,96.0,2.0,94.0,4700.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.804753880,,21679595.0,177302.0,21502293.0,12127.5%,27335.0,391.0,26944.0,6891.05%,source-switch,medium,S5,S6
PH,SHP,2025-11,2025-10,PH.SHP.815387876,,205885.0,708.0,205177.0,28979.8%,3915.0,12.0,3903.0,32525.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.826031452,,50374.0,128.0,50246.0,39254.69%,528.0,1.0,527.0,52700.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.828375334,,108418.0,19500.0,88918.0,455.99%,302.0,26.0,276.0,1061.54%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.853669658,,18723.0,2196.0,16527.0,752.6%,183.0,23.0,160.0,695.65%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.866898712,,33300.0,486.0,32814.0,6751.85%,74.0,1.0,73.0,7300.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.870838672,,19896.0,1440.0,18456.0,1281.67%,500.0,33.0,467.0,1415.15%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.879754718,,159268.0,29812.0,129456.0,434.24%,1812.0,1028.0,784.0,76.26%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.881852515,,16416.0,546.0,15870.0,2906.59%,152.0,7.0,145.0,2071.43%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.890249387,,3178.0,687.0,2491.0,362.59%,7.0,3.0,4.0,133.33%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.897783431,,1974.0,49.0,1925.0,3928.57%,47.0,1.0,46.0,4600.0%,base-effect,low,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.902536161,,44064.0,13028.0,31036.0,238.23%,68.0,4.0,64.0,1600.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.910545616,,13886.0,2862.0,11024.0,385.19%,131.0,27.0,104.0,385.19%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.92793143,,110973.0,14916.0,96057.0,643.99%,563.0,44.0,519.0,1179.55%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.94320906,,107456.0,14442.0,93014.0,644.05%,1994.0,89.0,1905.0,2140.45%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.9468200,,1140726.0,122025.0,1018701.0,834.83%,16172.0,1627.0,14545.0,893.98%,source-switch,medium,S3,S5
PH,SHP,2025-11,2025-10,PH.SHP.961251546,,432562.0,7424.0,425138.0,5726.54%,2284.0,106.0,2178.0,2054.72%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.97297528,,39286.0,624.0,38662.0,6195.83%,1511.0,12.0,1499.0,12491.67%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.983980510,,1634.0,269.0,1365.0,507.43%,6.0,1.0,5.0,500.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.984108276,,792.0,198.0,594.0,300.0%,8.0,2.0,6.0,300.0%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.984174174,,3490.0,297.0,3193.0,1075.08%,10.0,3.0,7.0,233.33%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.992732533,,37800.0,7560.0,30240.0,400.0%,150.0,27.0,123.0,455.56%,spike-out-trend,high,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.996313840,,7224.0,11.0,7213.0,65572.73%,14.0,1.0,13.0,1300.0%,base-effect,low,S5,S5
PH,SHP,2025-11,2025-10,PH.SHP.999544166,,13995.0,2700.0,11295.0,418.33%,7.0,1.0,6.0,600.0%,spike-out-trend,high,S5,S5
