country,platform,category_url,month_latest,month_prev,spu_count_prev,spu_count_latest,spu_ratio_vs_prev,status
SG,LAZ,https://www.lazada.sg/hot-chocolate,2025-12,2025-11,360.0,307,85.28%,normal
SG,LAZ,https://www.lazada.sg/shop-Groceries-ChocolateSnacksSweets-Chocolate,2025-12,2025-11,304.0,361,118.75%,normal
SG,LAZ,https://www.lazada.sg/shop-Groceries-ChocolateSnacksSweets-Mints,2025-12,2025-11,480.0,315,65.62%,abnormal-drop
SG,LAZ,https://www.lazada.sg/shop-baby-wipes-refills/,2025-12,2025-11,336.0,320,95.24%,normal
SG,LAZ,https://www.lazada.sg/shop-cat-food,2025-12,2025-11,400.0,303,75.75%,abnormal-drop
SG,LAZ,https://www.lazada.sg/shop-cat-litter,2025-12,2025-11,375.0,334,89.07%,normal
SG,LAZ,https://www.lazada.sg/shop-coffee-machines,2025-12,2025-11,324.0,401,123.77%,normal
SG,LAZ,https://www.lazada.sg/shop-disposable-diapers/,2025-12,2025-11,359.0,306,85.24%,normal
SG,LAZ,https://www.lazada.sg/shop-dog-food,2025-12,2025-11,356.0,300,84.27%,normal
SG,LAZ,https://www.lazada.sg/shop-followon-milk-formula,2025-12,2025-11,178.0,163,91.57%,normal
SG,LAZ,https://www.lazada.sg/shop-formula-milk,2025-12,2025-11,400.0,427,106.75%,normal
SG,LAZ,https://www.lazada.sg/shop-green-black-&-classic-tea,2025-12,2025-11,301.0,360,119.6%,normal
SG,LAZ,https://www.lazada.sg/shop-groceries-beverages-coffee-coffeecapsules,2025-12,2025-11,320.0,399,124.69%,normal
SG,LAZ,https://www.lazada.sg/shop-groceries-beverages-coffee-groundcoffee,2025-12,2025-11,281.0,328,116.73%,normal
SG,LAZ,https://www.lazada.sg/shop-groceries-beverages-coffee-instantcoffee,2025-12,2025-11,399.0,360,90.23%,normal
SG,LAZ,https://www.lazada.sg/shop-groceries-beverages-coffee-readytodrinkcoffee,2025-12,2025-11,337.0,340,100.89%,normal
SG,LAZ,https://www.lazada.sg/shop-groceries-beverages-uht-milk-milk-powder-condensed-milk,2025-12,2025-11,199.0,180,90.45%,normal
SG,LAZ,https://www.lazada.sg/shop-groceries-chocolatesnackssweets-sweets-chewycandy,2025-12,2025-11,356.0,301,84.55%,normal
SG,LAZ,https://www.lazada.sg/shop-groceries-dairychilled-freshmilk,2025-12,2025-11,280.0,233,83.21%,normal
SG,LAZ,https://www.lazada.sg/shop-groceries-dairychilled-readymealsreadytocook-chilledreadymeals,2025-12,2025-11,356.0,271,76.12%,abnormal-drop
SG,LAZ,https://www.lazada.sg/shop-groceries-foodstaplescookingessentials-cannedfood,2025-12,2025-11,341.0,325,95.31%,normal
SG,LAZ,https://www.lazada.sg/shop-growth-milk,2025-12,2025-11,251.0,330,131.47%,normal
SG,LAZ,https://www.lazada.sg/shop-hb-sanitary-napkins/?,2025-12,2025-11,360.0,369,102.5%,normal
SG,LAZ,https://www.lazada.sg/shop-infant-milk,2025-12,2025-11,158.0,159,100.63%,normal
SG,LAZ,https://www.lazada.sg/shop-maternal-milk,2025-12,2025-11,245.0,240,97.96%,normal
SG,LAZ,https://www.lazada.sg/shop-sugar,2025-12,2025-11,320.0,322,100.63%,normal
SG,LAZ,https://www.lazada.sg/shop-toddler-milk,2025-12,2025-11,317.0,334,105.36%,normal
SG,LAZ,https://www.lazada.sg/shop-uht-milk-ready-to-drink,2025-12,2025-11,440.0,359,81.59%,normal
SG,LAZ,https://www.lazada.sg/shop-well-being,2025-12,2025-11,357.0,360,100.84%,normal
SG,SHP,https://shopee.sg/Baby-Food-cat.11011538.11011639.11011650,2025-12,2025-11,300.0,416,138.67%,normal
SG,SHP,https://shopee.sg/Baby-Wipes-cat.11011538.11011584.11011588,2025-12,2025-11,300.0,402,134.0%,normal
SG,SHP,https://shopee.sg/Candy-cat.11011871.11011998.11012006,2025-12,2025-11,300.0,396,132.0%,normal
SG,SHP,https://shopee.sg/Canned-Dried-Food-cat.11011871.11011936.11011942,2025-12,2025-11,300.0,440,146.67%,normal
SG,SHP,https://shopee.sg/Cat-Food-Treats-cat.11012453.11027603.11027606,2025-12,2025-11,300.0,466,155.33%,normal
SG,SHP,https://shopee.sg/Chocolate-cat.11011871.11011998.11012005,2025-12,2025-11,300.0,335,111.67%,normal
SG,SHP,https://shopee.sg/Coffee-Machines-cat.11027421.11027457.11027468,2025-12,2025-11,359.0,405,112.81%,normal
SG,SHP,https://shopee.sg/Coffee-cat.11011871.11011889.11011900,2025-12,2025-11,300.0,420,140.0%,normal
SG,SHP,https://shopee.sg/Dairy-Eggs-Chilled-Food-cat.11011871.11011925,2025-12,2025-11,300.0,371,123.67%,normal
SG,SHP,https://shopee.sg/Disposable-Diapers-cat.11011538.11011614.11011616,2025-12,2025-11,359.0,441,122.84%,normal
SG,SHP,https://shopee.sg/Dog-Food-Treats-cat.11012453.11027603.11027605,2025-12,2025-11,300.0,472,157.33%,normal
SG,SHP,https://shopee.sg/Frozen-Food-cat.11011871.11011956,2025-12,2025-11,358.0,434,121.23%,normal
SG,SHP,https://shopee.sg/Health-Wellness-cat.11027491,2025-12,2025-11,300.0,302,100.67%,normal
SG,SHP,https://shopee.sg/Infant-Milk-Formula-cat.11011538.11059285,2025-12,2025-11,300.0,334,111.33%,normal
SG,SHP,https://shopee.sg/Instant-Drink-cat.11011871.11011889.11011897,2025-12,2025-11,300.0,396,132.0%,normal
SG,SHP,https://shopee.sg/Maternal-Milk-cat.11011538.11011731.11011737,2025-12,2025-11,145.0,133,91.72%,normal
SG,SHP,https://shopee.sg/Milk-Formula-(1-year-)-cat.11011538.11011731,2025-12,2025-11,300.0,431,143.67%,normal
SG,SHP,https://shopee.sg/Pet-Cleaning-Bath-Needs-cat.11012453.11027618.11027620,2025-12,2025-11,300.0,430,143.33%,normal
SG,SHP,https://shopee.sg/Sanitary-Pads-Pantyliners-cat.11012301.11012345.11012348,2025-12,2025-11,300.0,445,148.33%,normal
SG,SHP,https://shopee.sg/Yogurt-Cultured-Milk-cat.11011871.11011925.11011928,2025-12,2025-11,257.0,146,56.81%,abnormal-drop
TH,LAZ,https://www.lazada.co.th/shop-Groceries-ChocolateSnacksSweets-Chocolate,2025-12,2025-11,400.0,400,100.0%,normal
TH,LAZ,https://www.lazada.co.th/shop-Groceries-ChocolateSnacksSweets-Mints,2025-12,2025-11,400.0,439,109.75%,normal
TH,LAZ,https://www.lazada.co.th/shop-baby-food,2025-12,2025-11,320.0,440,137.5%,normal
TH,LAZ,https://www.lazada.co.th/shop-cat-food,2025-12,2025-11,361.0,360,99.72%,normal
TH,LAZ,https://www.lazada.co.th/shop-cat-litter,2025-12,2025-11,360.0,432,120.0%,normal
TH,LAZ,https://www.lazada.co.th/shop-coffee,2025-12,2025-11,320.0,360,112.5%,normal
TH,LAZ,https://www.lazada.co.th/shop-coffee-machines,2025-12,2025-11,320.0,400,125.0%,normal
TH,LAZ,https://www.lazada.co.th/shop-diapers/,2025-12,2025-11,316.0,359,113.61%,normal
TH,LAZ,https://www.lazada.co.th/shop-dog-food,2025-12,2025-11,442.0,360,81.45%,normal
TH,LAZ,https://www.lazada.co.th/shop-followon-milk-formula,2025-12,2025-11,321.0,341,106.23%,normal
TH,LAZ,https://www.lazada.co.th/shop-green-black-&-classic-tea,2025-12,2025-11,314.0,399,127.07%,normal
TH,LAZ,https://www.lazada.co.th/shop-groceries-beverages-coffee-coffeecapsules,2025-12,2025-11,320.0,360,112.5%,normal
TH,LAZ,https://www.lazada.co.th/shop-groceries-beverages-coffee-groundcoffee,2025-12,2025-11,320.0,400,125.0%,normal
TH,LAZ,https://www.lazada.co.th/shop-groceries-beverages-coffee-instantcoffee,2025-12,2025-11,320.0,400,125.0%,normal
TH,LAZ,https://www.lazada.co.th/shop-groceries-beverages-coffee-readytodrinkcoffee,2025-12,2025-11,320.0,401,125.31%,normal
TH,LAZ,https://www.lazada.co.th/shop-groceries-beverages-uht-milk-milk-powder-condensed-milk,2025-12,2025-11,280.0,305,108.93%,normal
TH,LAZ,https://www.lazada.co.th/shop-groceries-chocolatesnackssweets-sweets-chewycandy,2025-12,2025-11,438.0,480,109.59%,normal
TH,LAZ,https://www.lazada.co.th/shop-groceries-chocolatesnackssweets-sweets-gummysweets,2025-12,2025-11,360.0,400,111.11%,normal
TH,LAZ,https://www.lazada.co.th/shop-groceries-dairychilled-freshmilk,2025-12,2025-11,320.0,400,125.0%,normal
TH,LAZ,https://www.lazada.co.th/shop-groceries-dairychilled-readymealsreadytocook-chilledreadymeals,2025-12,2025-11,320.0,520,162.5%,normal
TH,LAZ,https://www.lazada.co.th/shop-groceries-foodstaplescookingessentials-cannedfood,2025-12,2025-11,320.0,360,112.5%,normal
TH,LAZ,https://www.lazada.co.th/shop-growth-milk-formula,2025-12,2025-11,213.0,225,105.63%,normal
TH,LAZ,https://www.lazada.co.th/shop-health-well-being,2025-12,2025-11,400.0,360,90.0%,normal
TH,LAZ,https://www.lazada.co.th/shop-healthbeauty-personalcare-femininecare-sanitarypanties/,2025-12,2025-11,378.0,205,54.23%,abnormal-drop
TH,LAZ,https://www.lazada.co.th/shop-hot-chocolate,2025-12,2025-11,320.0,405,126.56%,normal
TH,LAZ,https://www.lazada.co.th/shop-infant-milk-formula,2025-12,2025-11,319.0,360,112.85%,normal
TH,LAZ,https://www.lazada.co.th/shop-maternal-milk-formula,2025-12,2025-11,80.0,72,90.0%,normal
TH,LAZ,https://www.lazada.co.th/shop-milk-formula-and-baby-food,2025-12,2025-11,320.0,400,125.0%,normal
TH,LAZ,https://www.lazada.co.th/shop-senior-health/?spm=a2o4m.pdp_revamp.breadcrumb.2.4a2f7c380Kih00,2025-12,2025-11,400.0,400,100.0%,normal
TH,LAZ,https://www.lazada.co.th/shop-sugar,2025-12,2025-11,360.0,400,111.11%,normal
TH,LAZ,https://www.lazada.co.th/shop-toddler-milk-1-under-3-yrs,2025-12,2025-11,320.0,332,103.75%,normal
TH,LAZ,https://www.lazada.co.th/shop-uht-milk-ready-to-drink,2025-12,2025-11,320.0,400,125.0%,normal
TH,LAZ,https://www.lazada.co.th/shop-wipes,2025-12,2025-11,336.0,320,95.24%,normal
TH,SHP,https://shopee.co.th/Adult-Diapers-cat.11044942.11045039.11045297,2025-12,2025-11,300.0,468,156.0%,normal
TH,SHP,https://shopee.co.th/Baby-milk-and-food-for-infant-cat.11044960.11045223,2025-12,2025-11,300.0,387,129.0%,normal
TH,SHP,https://shopee.co.th/Baby-milk-and-food-for-kids-above-1-year-cat.11044960.11045222,2025-12,2025-11,300.0,451,150.33%,normal
TH,SHP,https://shopee.co.th/Canned-Food-cat.11044943.11045050.11045350,2025-12,2025-11,300.0,375,125.0%,normal
TH,SHP,https://shopee.co.th/Cat-Treats-cat.11044947.11045086.11045478,2025-12,2025-11,300.0,455,151.67%,normal
TH,SHP,https://shopee.co.th/Chocolate-Drinks-cat.11044943.11045054.11045384,2025-12,2025-11,300.0,402,134.0%,normal
TH,SHP,https://shopee.co.th/Chocolate-cat.11044943.11045055.11045395,2025-12,2025-11,300.0,404,134.67%,normal
TH,SHP,https://shopee.co.th/Coffee-Machines-Accessories-cat.11044955.11045170.11045749,2025-12,2025-11,300.0,391,130.33%,normal
TH,SHP,https://shopee.co.th/Coffee-cat.11044943.11045054.11045385,2025-12,2025-11,300.0,444,148.0%,normal
TH,SHP,https://shopee.co.th/Dairy-Eggs-cat.11044943.11045051,2025-12,2025-11,300.0,428,142.67%,normal
TH,SHP,https://shopee.co.th/Diapers-Wipes-cat.11044960.11045218,2025-12,2025-11,300.0,402,134.0%,normal
TH,SHP,https://shopee.co.th/Dog-Food-cat.11044947.11045086.11045471,2025-12,2025-11,300.0,452,150.67%,normal
TH,SHP,https://shopee.co.th/Fresh-Frozen-Food-cat.11044943.11045047,2025-12,2025-11,300.0,409,136.33%,normal
TH,SHP,https://shopee.co.th/Health-Wellness-cat.11044942,2025-12,2025-11,300.0,393,131.0%,normal
TH,SHP,https://shopee.co.th/Litter-Toilet-cat.11044947.11045088,2025-12,2025-11,300.0,347,115.67%,normal
TH,SHP,https://shopee.co.th/Maternity-Formula-cat.11044960.11045228.11046168,2025-12,2025-11,202.0,225,111.39%,normal
TH,SHP,https://shopee.co.th/Snacks-cat.11044943.11045055,2025-12,2025-11,300.0,419,139.67%,normal
TH,SHP,https://shopee.co.th/Sweets-Candy-cat.11044943.11045055.11045389,2025-12,2025-11,300.0,443,147.67%,normal
TH,SHP,https://shopee.co.th/Tape-Pants-Disposable-Diapers-cat.11044960.11045218.11046127,2025-12,2025-11,300.0,407,135.67%,normal
TH,SHP,https://shopee.co.th/Tea-Tea-Bags-cat.11044943.11045054.11045381,2025-12,2025-11,300.0,457,152.33%,normal
TH,SHP,https://shopee.co.th/Wet-Wipes-cat.11044960.11045218.11046128,2025-12,2025-11,300.0,440,146.67%,normal
TH,SHP,https://shopee.co.th/Women's-Hygiene-cat.11044959.11045210.11046082,2025-12,2025-11,300.0,458,152.67%,normal
TH,SHP,https://shopee.co.th/Yogurt-Cultured-Milk-cat.11044943.11045051.11045356,2025-12,2025-11,300.0,395,131.67%,normal
TW,SHP,https://shopee.tw/Imported-Snacks-cat.11040483.11042031,2025-12,2025-11,0.0,361,-,new-in-latest
TW,SHP,https://shopee.tw/Pets-cat.11040647,2025-12,2025-11,0.0,392,-,new-in-latest
VN,LAZ,https://www.lazada.vn/bach-hoa-online-sua-dac,2025-12,2025-11,321.0,360,112.15%,normal
VN,LAZ,https://www.lazada.vn/ca-phe,2025-12,2025-11,320.0,398,124.37%,normal
VN,LAZ,https://www.lazada.vn/cat-ve-sinh-meo,2025-12,2025-11,360.0,364,101.11%,normal
VN,LAZ,https://www.lazada.vn/cham-soc-cho-nguoi-cao-tuoi/?spm=a2o4n.pdp_revamp.breadcrumb.2.46124fe0gXXZbS,2025-12,2025-11,381.0,440,115.49%,normal
VN,LAZ,https://www.lazada.vn/cham-soc-suc-khoe,2025-12,2025-11,320.0,400,125.0%,normal
VN,LAZ,https://www.lazada.vn/khan-uot/,2025-12,2025-11,361.0,400,110.8%,normal
VN,LAZ,https://www.lazada.vn/mua-may-pha-cafe,2025-12,2025-11,320.0,434,135.62%,normal
VN,LAZ,https://www.lazada.vn/san-pham-sua-cho-me,2025-12,2025-11,320.0,400,125.0%,normal
VN,LAZ,https://www.lazada.vn/shop-bang-ve-sinh/?,2025-12,2025-11,189.0,182,96.3%,normal
VN,LAZ,https://www.lazada.vn/shop-ca-phe-pha-san,2025-12,2025-11,320.0,400,125.0%,normal
VN,LAZ,https://www.lazada.vn/shop-ca-phe-uong-lien,2025-12,2025-11,320.0,400,125.0%,normal
VN,LAZ,https://www.lazada.vn/shop-ca-phe-vien-nen,2025-12,2025-11,320.0,360,112.5%,normal
VN,LAZ,https://www.lazada.vn/shop-ca-phe-xay,2025-12,2025-11,320.0,400,125.0%,normal
VN,LAZ,https://www.lazada.vn/shop-do-hop,2025-12,2025-11,320.0,440,137.5%,normal
VN,LAZ,https://www.lazada.vn/shop-green-black-&-classic-tea,2025-12,2025-11,323.0,360,111.46%,normal
VN,LAZ,https://www.lazada.vn/shop-hot-chocolate,2025-12,2025-11,319.0,399,125.08%,normal
VN,LAZ,https://www.lazada.vn/shop-keo-bac-ha,2025-12,2025-11,439.0,399,90.89%,normal
VN,LAZ,https://www.lazada.vn/shop-keo-chewy,2025-12,2025-11,360.0,400,111.11%,normal
VN,LAZ,https://www.lazada.vn/shop-keo-deo,2025-12,2025-11,350.0,360,102.86%,normal
VN,LAZ,https://www.lazada.vn/shop-mon-an-nau-san,2025-12,2025-11,320.0,400,125.0%,normal
VN,LAZ,https://www.lazada.vn/shop-so-co-la,2025-12,2025-11,320.0,322,100.63%,normal
VN,LAZ,https://www.lazada.vn/shop-sua-tuoi,2025-12,2025-11,320.0,398,124.37%,normal
VN,LAZ,https://www.lazada.vn/shop-sugar,2025-12,2025-11,320.0,313,97.81%,normal
VN,LAZ,https://www.lazada.vn/shop-uht-milk-ready-to-drink,2025-12,2025-11,320.0,400,125.0%,normal
VN,LAZ,https://www.lazada.vn/sua-bot-cho-be,2025-12,2025-11,320.0,360,112.5%,normal
VN,LAZ,https://www.lazada.vn/sua-cho-be-so-sinh,2025-12,2025-11,313.0,312,99.68%,normal
VN,LAZ,https://www.lazada.vn/sua-cho-tre-6-12-thang-tuoi,2025-12,2025-11,172.0,154,89.53%,normal
VN,LAZ,https://www.lazada.vn/sua-cho-tre-tap-di-tu-1-3-tuoi,2025-12,2025-11,258.0,298,115.5%,normal
VN,LAZ,https://www.lazada.vn/sua-cho-tre-tu-1-3-tuoi,2025-12,2025-11,310.0,360,116.13%,normal
VN,LAZ,https://www.lazada.vn/ta-giay/,2025-12,2025-11,400.0,440,110.0%,normal
VN,LAZ,https://www.lazada.vn/thuc-an-cho-be,2025-12,2025-11,320.0,400,125.0%,normal
VN,LAZ,https://www.lazada.vn/thuc-an-cho-cho,2025-12,2025-11,400.0,400,100.0%,normal
VN,LAZ,https://www.lazada.vn/thuc-an-cho-meo,2025-12,2025-11,320.0,407,127.19%,normal
VN,SHP,https://shopee.vn/Adult-Diapers-Incontinence-cat.11036345.11036370,2025-12,2025-11,357.0,455,127.45%,normal
VN,SHP,https://shopee.vn/Baby-Food-cat.11036194.11036248,2025-12,2025-11,300.0,272,90.67%,normal
VN,SHP,https://shopee.vn/Baby-Vitamins-Supplements-cat.11036194.11036253.11036254,2025-12,2025-11,300.0,416,138.67%,normal
VN,SHP,https://shopee.vn/Canned-Food-cat.11036525.11036544.11036549,2025-12,2025-11,300.0,416,138.67%,normal
VN,SHP,https://shopee.vn/Cat-Treats-cat.11036478.11036479.11036483,2025-12,2025-11,300.0,368,122.67%,normal
VN,SHP,https://shopee.vn/Chocolate-Drinks-cat.11036525.11036576.11036579,2025-12,2025-11,300.0,416,138.67%,normal
VN,SHP,https://shopee.vn/Chocolate-cat.11036525.11036532.11036534,2025-12,2025-11,300.0,410,136.67%,normal
VN,SHP,https://shopee.vn/Coffee-cat.11036525.11036576.11036577,2025-12,2025-11,300.0,329,109.67%,normal
VN,SHP,https://shopee.vn/Dairy-Eggs-cat.11036525.11036591,2025-12,2025-11,300.0,428,142.67%,normal
VN,SHP,https://shopee.vn/Disposable-Diapers-cat.11036194.11036260.11036263,2025-12,2025-11,300.0,160,53.33%,abnormal-drop
VN,SHP,https://shopee.vn/Dog-Treats-cat.11036478.11036479.11036481,2025-12,2025-11,300.0,433,144.33%,normal
VN,SHP,https://shopee.vn/Fresh-Frozen-Food-cat.11036525.11036601,2025-12,2025-11,300.0,458,152.67%,normal
VN,SHP,https://shopee.vn/Litter-Toilet-cat.11036478.11036498,2025-12,2025-11,300.0,442,147.33%,normal
VN,SHP,https://shopee.vn/M%C3%A1y-pha-c%C3%A0-ph%C3%AA-cat.11036971.11036972.11036988,2025-12,2025-11,300.0,430,143.33%,normal
VN,SHP,https://shopee.vn/Maternity-Milk-cat.11036194.11036217.11036218,2025-12,2025-11,300.0,371,123.67%,normal
VN,SHP,https://shopee.vn/Milk-24-months-and-ups-cat.11036194.11059299,2025-12,2025-11,300.0,374,124.67%,normal
VN,SHP,https://shopee.vn/Milk-Formula-0-24-months-cat.11036194.11059300,2025-12,2025-11,300.0,422,140.67%,normal
VN,SHP,https://shopee.vn/Milk-cat.11036525.11036591.11036592?facet=101593&page=0&sortBy=sales,2025-12,2025-11,300.0,440,146.67%,normal
VN,SHP,https://shopee.vn/Sanitary-Napkins-Panty-Liners-cat.11036279.11111647.11111657,2025-12,2025-11,300.0,431,143.67%,normal
VN,SHP,https://shopee.vn/Snacks-cat.11036525.11036532,2025-12,2025-11,300.0,33,11.0%,abnormal-drop
VN,SHP,https://shopee.vn/Sweets-Candy-cat.11036525.11036532.11036533,2025-12,2025-11,300.0,438,146.0%,normal
VN,SHP,https://shopee.vn/Tea-Tea-Bags-cat.11036525.11036576.11036578,2025-12,2025-11,300.0,397,132.33%,normal
VN,SHP,https://shopee.vn/Wipes-cat.11036194.11036222.11036230,2025-12,2025-11,300.0,201,67.0%,abnormal-drop
VN,SHP,https://shopee.vn/Yogurt-Cultured-Milk-cat.11036525.11036591.11036593,2025-12,2025-11,300.0,423,141.0%,normal
